0,1
0,2
0,4
0,5
0,7
0,10
0,11
0,14
0,17
0,20
0,29
0,35
0,43
0,44
0,45
0,48
1,0
1,3
1,9
1,10
1,12
1,14
1,15
1,21
2,0
2,3
2,4
2,6
2,7
2,11
2,13
2,19
2,24
2,25
2,30
2,37
2,39
2,42
2,43
3,1
3,2
3,6
3,8
3,20
3,27
3,28
3,48
3,49
4,0
4,2
4,5
4,8
4,19
4,31
5,0
5,4
5,18
5,27
6,2
6,3
6,9
6,16
6,30
6,37
7,0
7,2
7,23
8,3
8,4
8,22
8,23
8,24
8,34
8,40
9,1
9,6
9,12
9,16
9,18
9,31
9,36
9,41
9,46
10,0
10,1
10,13
10,15
10,25
10,36
11,0
11,2
12,9
12,1
12,45
13,10
13,2
13,29
14,0
14,1
14,17
14,21
14,22
14,26
14,33
14,35
14,44
14,49
15,1
15,10
16,9
16,6
16,39
17,0
17,14
18,9
18,5
19,2
19,4
19,34
19,42
20,0
20,3
21,1
21,14
22,8
22,14
23,8
23,7
24,8
24,2
24,26
24,38
25,2
25,10
25,28
26,24
26,14
27,3
27,5
28,25
28,3
29,0
29,13
29,33
29,46
30,2
30,6
30,32
31,9
31,4
31,32
32,30
32,31
33,29
33,14
34,8
34,19
34,40
34,47
35,0
35,14
36,9
36,10
37,2
37,6
37,38
37,41
38,24
38,37
39,16
39,2
40,8
40,34
41,9
41,37
42,2
42,19
43,0
43,2
44,0
44,14
45,0
45,12
46,9
46,29
46,47
47,34
47,46
48,0
48,3
49,3
49,14
